3,120,1,LSM04L10,SELV0120,SELV0130,,CIT_01&SCIT_01,60,8,0,0,0,0,0,0
0,0,0,F2,0,F2,0,E3,0,E3,0,0,E3,0,0,E3
0,0,E3,0,0,E3,0,0,0,E3,0,0,E3,0,0,E3
,,,,,,,,,,,,,,,
0,0,A6,0,0,D3,0,E1,0,E3,0,0,E3,0,0,E3
0,0,E3,0,0,E3,0,0,0,0,0,E3,0,0,E3,0
,,,,,,,,,,,,,,,
0,E3,0,0,F2,0,0,E3,0,E3,0,0,E3,0,0,E3
0,0,E3,0,0,E3,0,0,0,0,0,E3,0,0,E3,0
,,,,,,,,,,,,,,,
0,0,A6,0,0,D3,0,E1,0,E3,0,0,E3,0,0,E3
0,0,F2,0,0,D3,0,0,F2,0,0,D3,0,0,0,0
,,,,,,,,,,,,,,,
0,0,0,F2,0,F2,0,E3,0,E3,0,0,E3,0,0,E3
0,0,E3,0,0,E3,0,0,0,E3,0,0,E3,0,0,E3
,,,,,,,,,,,,,,,
0,0,A6,0,0,D3,0,E1,0,E3,0,0,E3,0,0,E3
0,0,E3,0,0,E3,0,0,0,0,0,E3,0,0,E3,0
,,,,,,,,,,,,,,,
0,E3,0,0,F2,0,0,E3,0,E3,0,0,E3,0,0,E3
0,0,E3,0,0,E3,0,0,0,0,0,E3,0,0,E3,0
,,,,,,,,,,,,,,,
0,0,A6,0,0,D3,0,E1,0,E3,0,0,E3,0,0,E3
0,0,F2,0,0,D3,0,0,F2,0,0,D3,0,0,0,0
